A_id,A_statement,Best_B_id,Best_B_statement,cosine_similarity
A213,Browning Middle School PO Box 610 Browning,B83,Browning Middle School Po Box 610 Browning,1.0000002
A215,Browning High School PO Box 610 Browning,B82,Browning High School Po Box 610 Browning,1.0000002
A251,Choteau High School 204 7th Ave NW Choteau,B123,Choteau High School 204 7th Ave Nw Choteau,1.0000001
A481,Highwood High School 160 West Street South Highwood,B318,Highwood High School 160 West Street South Highwood,1.0000001
A509,Judith Gap High School PO Box 67 Judith Gap,B356,Judith Gap High School Po Box 67 Judith Gap,1.0000001
A574,Malta High School PO Box 670 Malta,B418,Malta High School Po Box 670 Malta,1.0000001
A580,Marion 7-8 205 Gopher Lane Marion,B425,Marion 7-8 205 Gopher Lane Marion,1.0000001
A670,Power High School PO Box 155 Power,B514,Power High School Po Box 155 Power,1.0000001
A852,Rocky Boy High School RR 1 Box 620 Box Elder,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,1.0000001
A173,Bonner School PO Box 1004 Bonner,B62,Bonner School Po Box 1004 Bonner,1
A395,Geyser High School PO Box 70 Geyser,B255,Geyser High School Po Box 70 Geyser,1
A501,Jefferson High School PO Box 838 Boulder,B347,Jefferson High School Po Box 838 Boulder,1
A549,Libby Middle School 724 Louisiana Ave Libby,B384,Libby Middle School 724 Louisiana Ave Libby,1
A556,Lincoln High School PO Box 39 Lincoln,B393,Lincoln High School Po Box 39 Lincoln,1
A567,Lone Rock School 1112 Three Mile Creek Rd Stevensville,B406,Lone Rock School 1112 Three Mile Creek Rd Stevensville,1
A730,Sheridan 7-8 PO Box 586 Sheridan,B591,Sheridan 7-8 Po Box 586 Sheridan,1
A97,Avon School PO Box 246 Avon,B22,Avon School Po Box 246 Avon,0.99999994
A394,Geyser School PO Box 70 Geyser,B256,Geyser School Po Box 70 Geyser,0.99999994
A550,Libby High School 724 Louisiana Ave Libby,B383,Libby High School 724 Louisiana Ave Libby,0.99999994
A784,Trout Creek School 4 School Lane Trout Creek,B643,Trout Creek School 4 School Lane Trout Creek,0.99999994
A482,Highwood Middle School 160 West Street South Highwood,B319,Highwood Middle School 160 West Street South Highwood,0.9999999
A95,Augusta High School PO Box 307 Augusta,B21,Augusta High School Po Box 307 Augusta,0.9999998
A624,Nashua School PO Box 170 Nashua,B461,Nashua School Po Box 170 Nashua,0.99999976
A50,MT Sch For Deaf & Blnd El 3911 Central Avenue Great Falls,B456,Mt Sch For Deaf & Blnd El 3911 Central Ave Great Falls,0.99776345
A49,MT Sch For Deaf & Blnd HS 3911 Central Avenue Great Falls,B457,Mt Sch For Deaf & Blnd Hs 3911 Central Ave Great Falls,0.99775475
A807,West Valley Middle School 2290 Farm To Market Road Kalispell,B678,West Valley Middle School 2290 Farm To Market Rd Kalispell,0.99685276
A647,Pleasant Valley School 7975 Pleasant Valley Road Marion,B491,Pleasant Valley School 7975 Pleasant Valley Rd Marion,0.9968116
A194,Bridger Elementary School 429 W. Park Ave Bridger,B70,Bridger Elementary School 429 W Park Ave Bridger,0.99675775
A666,Powell County High School 709 Missouri Avenue Deer Lodge,B511,Powell County High School 709 Missouri Ave Deer Lodge,0.99633825
A346,Fair-Mont-Egan Middle School 797 Fairmont Road Kalispell,B204,Fair-Mont-Egan Middle School 797 Fairmont Rd Kalispell,0.99624014
A528,Salmon Prairie School 23187 MT Hwy 83 Swan Lake,B572,Salmon Prairie School 23187 Mt Highway 83 Swan Lake,0.996117
A803,Victor High School 425 4th Avenue Victor,B666,Victor High School 425 4th Ave Victor,0.9959773
A806,West Valley School 2290 Farm To Market Road Kalispell,B679,West Valley School 2290 Farm To Market Rd Kalispell,0.9956994
A345,Fair-Mont-Egan School 797 Fairmont Road Kalispell,B205,Fair-Mont-Egan School 797 Fairmont Rd Kalispell,0.9955418
A812,Westby High School PO Box 109 Westby,B685,Westby High School Po Box 108 Westby,0.9955189
A5,Cut Bank Middle School 101 3rd Avenue SE Cut Bank,B149,Cut Bank Middle School 101 4th Ave Se Cut Bank,0.99545366
A469,Helena Flats School 1000 Helena Flats Road Kalispell,B301,Helena Flats School 1000 Helena Flats Rd Kalispell,0.9953134
A307,Deer Park School 2105 Middle Road Columbia Falls,B159,Deer Park School 2105 Middle Rd Columbia Falls,0.9952246
A750,Stevensville High School 300 Park Street Stevensville,B619,Stevensville High School 300 Park St Stevensville,0.9946696
A618,Montana City School 11 McClellan Creek Road Clancy,B449,Montana City School 11 Mcclellan Creek Rd Clancy,0.9946098
A649,Plentywood High School 100 East Laurel Ave Plentywood,B494,Plentywood High School 100 E Laurel Ave Plentywood,0.99423707
A840,Wolf Point High School 213 6th Avenue South Wolf Point,B714,Wolf Point High School 213 6th Ave S Wolf Point,0.99307233
A387,Gardiner High School 510 Stone Street Gardiner,B247,Gardiner High School 510 Stone St Gardiner,0.99247795
A195,Bridger High School 429 W. Park Ave Bridger,B71,Bridger High School 429 West Park Avenue Bridger,0.992126
A110,Beaverhead Co High School 104 North Pacific Street Dillon,B33,Beaverhead Co High School 104 N Pacific St Dillon,0.991522
A201,Broadwater High School 201 N Spruce Townsend,B78,Broadwater High School 201 N Spruce St Townsend,0.99077475
A330,Elder Grove School 1532 South 64 Street W Billings,B192,Elder Grove School 1532 S 64th St W Billings,0.9899312
A480,Highwood School 160 West Street South Highwood,B318,Highwood High School 160 West Street South Highwood,0.9899182
A597,Sentinel High School 909 South Ave West Missoula,B583,Sentinel High School 901 South Ave W Missoula,0.98946434
A297,Cut Bank High School 101 3rd Avenue SE Cut Bank,B148,Cut Bank High School 300 1st St Se Cut Bank,0.9877822
A511,Flathead High School 233 First Ave East Kalispell,B214,Flathead High School 644 4th Ave W Kalispell,0.9852848
A513,Kalispell Rising Wolf Charter 233 First Ave East Kalispell,B359,"Kalispell Rising Wolf Charter 233 First Ave Kalispell,",0.9849199
A540,Laurel High School 410 Colorado Avenue Laurel,B371,Laurel High School 203 E 8th St Laurel,0.98391724
A735,Sidney High School 200 3rd Ave SE Sidney,B597,Sidney High School 1012 4th St Sw Sidney,0.98380035
A770,Target Range 7-8 4095 South Avenue West Missoula,B632,Target Range 7-8 4095 South Ave W Missoula,0.983691
A697,Ronan High School 421 Andrew Street NW Ronan,B541,Ronan High School 130 3rd Avenue Nw Ronan,0.98360384
A601,Porter Middle School 909 South Ave West Missoula,B507,Porter Middle School 2510 W Central Ave Missoula,0.9834487
A628,Noxon High School 300 Noxon Ave Noxon,B470,Noxon High School 300 Noxon Ave. Noxon,0.98237014
A236,Cayuse Prairie School 897 Lake Blaine Road Kalispell,B102,Cayuse Prairie Elem School 897 Lake Blaine Rd Kalispell,0.98212934
A598,Big Sky High School 909 South Ave West Missoula,B46,Big Sky High School 3100 South Ave W Missoula,0.98166543
A609,Rattlesnake Elementary School 909 South Ave West Missoula,B522,Rattlesnake Elementary School 1220 Pineview Dr. Missoula,0.9815208
A512,Flathead Pace Academy 233 First Ave East Kalispell,B215,Flathead Pace Academy 644 4th Ave. Sw Kalispell,0.98073226
A538,Laurel Middle School 410 Colorado Avenue Laurel,B373,Laurel Middle School 725 Washington Ave Laurel,0.9802511
A801,Valley View School 42448 Valley View Road Polson,B661,Valley View Elementary School 42448 Valley View Rd Polson,0.9802067
A607,Meadow Hill Middle School 909 South Ave West Missoula,B429,Meadow Hill Middle School 4210 S Reserve St Missoula,0.9800116
A595,Hellgate High School 909 South Ave West Missoula,B307,Hellgate High School 925 Gerald Ave. Missoula,0.97999984
A158,Will James Middle School 415 North 30th Street Billings,B703,Will James Middle School 1200 30th St W Billings,0.97984517
A611,Washington Middle School 909 South Ave West Missoula,B673,Washington Middle School 645 W Central Ave Missoula,0.97964716
A161,Ben Steele Middle School 415 North 30th Street Billings,B41,Ben Steele Middle School 5640 Grand Ave. Billings,0.9794725
A548,Libby Elementary School 724 Louisiana Ave Libby,B384,Libby Middle School 724 Louisiana Ave Libby,0.9787514
A202,Cecelia Hazelton School 201 N Spruce Townsend,B103,Cecelia Hazelton Elem School 201 N Spruce St Townsend,0.97735333
A397,Gildford Colony School PO Box 138 Gildford,B258,Gildford Colony Elem School Po Box 138 Gildford,0.976435
A612,Missoula TEACH Academy 909 South Ave West Missoula,B444,Missoula Teach Academy 1910 South 11th St Missoula,0.97591287
A732,Central Elementary 200 3rd Ave SE Sidney,B108,Central Elementary School 200 3rd Ave Se Sidney,0.9757471
A334,Elysian Middle School 6416 Elysian Road Billings,B194,Elysian Elementary School 6416 Elysian Rd Billings,0.9752575
A816,Whitefish High School 600 East Second Street Whitefish,B691,Whitefish High School 1143 E 4th St Whitefish,0.97362226
A476,Hellgate Middle School 2385 Flynn Lane Missoula,B308,Hellgate Middle School 2381 Flynn Ln Missoula,0.97280645
A842,Woodman Middle School 18470 Highway 12 West Lolo,B717,Woodman Elementary School 18470 Highway 12 W Lolo,0.97197723
A447,Hardin Middle School 401 Park Road Hardin,B281,Hardin Middle School 611 5th St W Hardin,0.9713736
A779,Three Forks High School 212 East Neal Three Forks,B640,Three Forks High School 210 E Neal St Three Forks,0.9713273
A450,Hardin High School 401 Park Road Hardin,B279,Hardin High School 702 N Terry Ave Hardin,0.9711677
A165,Skyview High School 415 North 30th Street Billings,B600,Skyview High School 1775 High Sierra Blvd Billings,0.9708991
A12,Broadwater School 1325 Poplar Street Helena,B79,Broadwater School 900 Hollins Ave Helena,0.9708282
A84,Anaconda Jr High School 1410 West Park Ave. Anaconda,B10,Anaconda Jr High School 219 E Third Street Anaconda,0.97069
A164,Billings West High School 415 North 30th Street Billings,B56,Billings West High School 2201 Saint Johns Ave Billings,0.97066903
A53,Dutton/Brady High School 101 2nd St NE Dutton,B176,"Dutton/Brady High School 101 2nd Street, Ne Dutton",0.97053194
A804,Victor Middle School 425 4th Avenue Victor,B665,Victor Elementary School 425 4th Ave Victor,0.970395
A172,Blue Creek School 3652 Blue Creek Road Billings,B59,Blue Creek Elementary School 3652 Blue Creek Rd Billings,0.9702091
A455,Hillcrest School PO Box 288 Harlowton,B323,"Hillcrest Elementary School Po Box 288, 500 B Avenue Ne Harlowton",0.97020805
A472,Helena High School 1325 Poplar Street Helena,B302,Helena High School 1300 Billings Ave Helena,0.9701797
A722,Shelby Elementary School 1010 Oilfield Avenue Shelby,B586,Shelby Elementary School 901 Valley St Shelby,0.97007513
A841,Woodman School 18470 Highway 12 West Lolo,B717,Woodman Elementary School 18470 Highway 12 W Lolo,0.9696053
A658,Polson High School 111 4th Avenue East Polson,B498,Polson High School 1712 2nd St W Polson,0.96949184
A225,Canyon Creek School 3139 Duck Creek Road Billings,B93,Canyon Creek Elementary School 3139 Duck Creek Rd Billings,0.96938497
A13,Bryant School 1325 Poplar Street Helena,B84,Bryant School 1529 Boulder Ave Helena,0.96896774
A725,Shelby High School 1010 Oilfield Avenue Shelby,B587,Shelby High School 1001 5th Ave S Shelby,0.9687748
A756,Centerville High School 693 Stockett Rd Box 100 Sand Coulee,B106,Centerville High School 693 Stockett Rd Sand Coulee,0.9685316
A655,Cherry Valley School 111 4th Avenue East Polson,B113,Cherry Valley Elem School 107 8th Ave W Polson,0.9684591
A857,Two Eagle River School PO Box 160 Pablo,B652,Two Eagle River Schools Po Box 160 Pablo,0.9679838
A566,Lone Rock Middle School 1112 Three Mile Creek Rd Stevensville,B406,Lone Rock School 1112 Three Mile Creek Rd Stevensville,0.96744823
A270,Columbus High School 433 N 3rd St Columbus,B133,Columbus High School 224 4th Ave N Columbus,0.9673822
A160,Medicine Crow Middle School 415 North 30th Street Billings,B435,Medicine Crow Middle School 900 Barrett Rd Billings,0.9668064
A769,Target Range School 4095 South Avenue West Missoula,B633,Target Range Elementary School 4095 South Ave W Missoula,0.9663391
A249,Choteau School 204 7th Ave NW Choteau,B123,Choteau High School 204 7th Ave Nw Choteau,0.96619475
A733,Sidney Middle School 200 3rd Ave SE Sidney,B598,Sidney Middle School 415 S Central Ave Sidney,0.96617854
A439,Hamilton Middle School 217 Daly Avenue Hamilton,B278,Hamilton Middle School 209 S 5th St Hamilton,0.966142
A515,Cornelius Hedges School 233 First Ave East Kalispell,B136,Cornelius Hedges Elem School 827 4th Ave E Kalispell,0.96594685
A85,Anaconda Sr High School 1410 West Park Ave. Anaconda,B10,Anaconda Jr High School 219 E Third Street Anaconda,0.9658022
A692,Rocky Boy School RR 1 Box 620 Box Elder,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.96571136
A22,Helena Middle School 1325 Poplar Street Helena,B303,Helena Middle School 1025 N Rodney St Helena,0.9654362
A157,Riverside Middle School 415 North 30th Street Billings,B533,Riverside Middle School 3700 Madison Ave Billings,0.96502054
A669,Power Middle School PO Box 155 Power,B514,Power High School Po Box 155 Power,0.9648046
A333,Elysian School 6416 Elysian Road Billings,B194,Elysian Elementary School 6416 Elysian Rd Billings,0.96453905
A206,Brockton High School PO Box 198 Brockton,B80,"Brockton High School Po Box 198, 540 5th St Brockton",0.9642476
A657,Polson Middle School 111 4th Avenue East Polson,B499,Polson Middle School 1602 2nd St W Polson,0.96411985
A565,Lolo Middle School 11395 Highway 93 South Lolo,B404,Lolo Middle School 5305 Farm Lane Lolo,0.9638104
A126,Big Sandy High School PO Box 570 Big Sandy,B44,"Big Sandy High School Po Box 570, 398 First Ave Big Sandy",0.9635402
A516,Edgerton School 233 First Ave East Kalispell,B187,Edgerton Elementary School 1400 Whitefish Stage Rd Kalispell,0.9633107
A6,Hidden Lake Elementary 101 3rd Avenue SE Cut Bank,B312,Hidden Lake Elementary 100 Welch Rd Cut Bank,0.9627527
A656,Linderman School 111 4th Avenue East Polson,B397,Linderman Elementary School 312 4th Ave E Polson,0.96269095
A168,Billings Opportunity School 415 North 30th Street Billings,B54,Billings Opportunity School 1044 Cook Ave Billings,0.9626727
A163,Billings Sr High School 415 North 30th Street Billings,B55,Billings Senior High School 425 Grand Ave Billings,0.96260524
A564,Lolo Elementary 11395 Highway 93 South Lolo,B403,Lolo Elementary School 5305 Farm Lane Lolo,0.9624717
A811,Westby School PO Box 109 Westby,B685,Westby High School Po Box 108 Westby,0.9624642
A385,Gardiner School 510 Stone Street Gardiner,B246,Gardiner Elementary School 510 Stone St Gardiner,0.96178293
A434,Greenfield School 590 Hwy 431 Fairfield,B275,Greenfield Elementary School 590 2nd Rd Ne Fairfield,0.9615353
A204,Barbara Gilligan School PO Box 198 Brockton,B31,"Barbara Gilligan Elem School Po Box 198, 530 5th St Brockton",0.96148163
A487,Hobson School PO Box 410 Hobson,B330,"Hobson School Po Box 410, 108 6th Street E Hobson",0.96025383
A695,Ronan Middle School 421 Andrew Street NW Ronan,B542,Ronan Middle School 35885 Round Butte Road West Ronan,0.9594169
A16,Hawthorne School 1325 Poplar Street Helena,B293,Hawthorne School 430 Madison Ave Helena,0.9588251
A52,Dutton/Brady Elementary 101 2nd St NE Dutton,B175,"Dutton/Brady Elementary 101 2nd Street, Ne Dutton",0.9582007
A507,Judith Gap School PO Box 67 Judith Gap,B356,Judith Gap High School Po Box 67 Judith Gap,0.9580878
A848,Yaak School 29893 Yaak River Road Troy,B720,Yaak Elementary School 29893 Yaak River Rd Troy,0.95805854
A648,Plentywood School 100 East Laurel Ave Plentywood,B494,Plentywood High School 100 E Laurel Ave Plentywood,0.95763445
A351,East Evergreen School 18 West Evergreen Drive Kalispell,B180,East Evergreen Elem School 353 E Evergreen Dr Kalispell,0.9571869
A19,Smith School 1325 Poplar Street Helena,B601,Smith Elementary School 2320 5th Ave Helena,0.95714664
A519,Russell School 233 First Ave East Kalispell,B556,Russell Elementary School 227 W Nevada St Kalispell,0.957113
A517,Elrod School 233 First Ave East Kalispell,B193,Elrod Elementary School 412 3rd Ave W Kalispell,0.957067
A854,EAST FAIRVIEW ELEMENTARY SCHOOL 301 2nd St S Fairview,B211,Fairview Elementary School 713 Southwestern Ave Fairview,0.95696235
A608,Paxson School 909 South Ave West Missoula,B485,Paxson Elementary School 101 Evans Ave Missoula,0.95650005
A617,Monforton 6-8 6001 Monforton School Rd Bozeman,B445,Monforton 6-8 School 6001 Monforton School Rd Bozeman,0.9562409
A734,West Side Elementary 200 3rd Ave SE Sidney,B677,West Side Elementary School 1100 5th St Sw Sidney,0.95619345
A437,Daly School 217 Daly Avenue Hamilton,B150,Daly Elementary School 208 Daly Ave Hamilton,0.9560269
A393,Geraldine Middle School PO Box 347 Geraldine,B251,Geraldine 7-8 School (Middle School) Po Box 347 Geraldine,0.9553391
A9,Horizon Elementary 101 3rd Avenue SE Cut Bank,B331,Horizon Elementary School 100 Horizon Road Cut Bank,0.9549341
A605,Lewis & Clark School 909 South Ave West Missoula,B380,Lewis & Clark Elementary School 2901 Park St Missoula,0.9546679
A821,Whitewater High School PO Box 46 Whitewater,B697,"Whitewater High School Po Box 46, 1 Main Street Whitewater",0.95404506
A600,Chief Charlo School 909 South Ave West Missoula,B117,Chief Charlo Elementary School 5600 Longview Dr Missoula,0.9539988
A350,Wise River School PO Box 40 Wise River,B713,Wise River Elementary School Po Box 40 Wise River,0.9535882
A514,Kalispell Middle School 233 First Ave East Kalispell,B358,Kalispell Middle School 205 Northwest Ln Kalispell,0.9534657
A315,Dillon Middle School 22 North Cottom Dillon,B165,Dillon Middle School 14 Cottom Dr Dillon,0.95334023
A21,Warren School 1325 Poplar Street Helena,B668,Warren Elementary School 2690 York Rd Helena,0.95261437
A2,Somers Middle School 315 School Addition Road Somers,B604,Somers Middle School (5-8) 315 School Addition Road Somers,0.9524474
A555,Lincoln Elementary School PO Box 39 Lincoln,B386,Lincoln 7-8 School Po Box 39 Lincoln,0.9523519
A143,Meadowlark School 415 North 30th Street Billings,B432,Meadowlark Elementary School 221 29th St W Billings,0.952044
A440,Hamilton High School 217 Daly Avenue Hamilton,B277,Hamilton High School 327 Fairgrounds Rd Hamilton,0.95198214
A409,Grant School 12420 MT Hwy 324 Dillon,B268,Grant Elementary School 12420 Mt Highway 324 Dillon,0.9508746
A352,Evergreen Junior High 18 West Evergreen Drive Kalispell,B202,Evergreen Junior High 18 W Evergreen Dr Kalispell,0.95076245
A269,Columbus Middle School 433 N 3rd St Columbus,B132,Columbus Elementary School 218 E 1st Ave N Columbus,0.9507243
A93,Augusta Elementary School PO Box 307 Augusta,B21,Augusta High School Po Box 307 Augusta,0.9506871
A431,C M Russell High School PO Box 2429 Great Falls,B89,C M Russell High School 228 17th Ave Nw Great Falls,0.9506353
A797,Valier School PO Box 528 Valier,B657,Valier 7-8 School Po Box 528 Valier,0.9499097
A54,Dutton/Brady Middle School 101 2nd St NE Dutton,B176,"Dutton/Brady High School 101 2nd Street, Ne Dutton",0.94903576
A353,Bissell School 5955 Farm To Market Road Whitefish,B57,Bissell 7-8 School 5955 Farm To Market Rd Whitefish,0.9488714
A544,Garfield School 215 7th Avenue South Lewistown,B249,Garfield Elementary School 415 E Boulevard St Lewistown,0.94883657
A88,Arlee Elementary 72220 Fyant Street Arlee,B12,Arlee Elementary School Fyant Street Arlee,0.9487902
A17,Jefferson School 1325 Poplar Street Helena,B346,Jefferson Elementary School 1023 E Broadway St Helena,0.9486538
A634,Park City School PO Box 278 Park City,B480,Park City 7-8 School Po Box 278 Park City,0.9479488
A751,Centerville School 693 Stockett Rd Box 100 Sand Coulee,B105,Centerville Elementary School 693 Stockett Rd Sand Coulee,0.9479279
A60,Radley Elementary School PO Box 1280 East Helena,B518,Radley Elementary School 226 East Clinton Street East Helena,0.9478135
A615,Monforton School 6001 Monforton School Rd Bozeman,B445,Monforton 6-8 School 6001 Monforton School Rd Bozeman,0.9477372
A604,Hawthorne School 909 South Ave West Missoula,B292,Hawthorne Elementary School 550 Hiberta Street Missoula,0.9472709
A457,Hillcrest 7-8 PO Box 288 Harlowton,B320,Hillcrest 7-8 304 Division Street Harlowton,0.9472665
A167,Billings Early College School 415 North 30th Street Billings,B52,Billings Early College High School 1044 Cook Ave Billings,0.9470372
A625,Nashua High School PO Box 170 Nashua,B461,Nashua School Po Box 170 Nashua,0.9466564
A138,Broadwater School 415 North 30th Street Billings,B77,Broadwater Elementary School 415 Broadwater Ave Billings,0.94659454
A343,Fairview School PO Box 467 Fairview,B210,Fairview 7-8 School Po Box 467 Fairview,0.94630504
A122,Belt High School PO Box 197 Belt,B38,Belt 7-8 School Po Box 197 Belt,0.9460701
A543,Lavina Middle School PO Box 290 Lavina,B374,Lavina 7-8 School Po Box 146 Lavina,0.9456228
A380,Frontier School 6996 Roy St. Wolf Point,B241,Frontier Elementary School 6996 Roy Street Wolf Point,0.9449692
A802,Victor School 425 4th Avenue Victor,B665,Victor Elementary School 425 4th Ave Victor,0.9447945
A494,Huntley Project High Schl 1477 Ash Street Worden,B337,Huntley Project High School 1477 Ash St Worden,0.94451666
A142,McKinley School 415 North 30th Street Billings,B428,Mckinley Elementary School 820 N 31st St Billings,0.94377446
A156,Eagle Cliffs Elementary 415 North 30th Street Billings,B179,Eagle Cliffs Elementary School 1201 Kootenai Ave Billings,0.943559
A82,Fred Moodry Intermediate 1410 West Park Ave. Anaconda,B233,Fred Moodry Intermediate School 219 E 3rd St Anaconda,0.94336325
A311,Denton School PO Box 1048 Denton,B160,Denton 6-8 School Po Box 1048 Denton,0.94319355
A316,Parkview School 22 North Cottom Dillon,B484,Parkview School 32 Cottom Dr Dillon,0.9431193
A391,Geraldine Elementary PO Box 347 Geraldine,B251,Geraldine 7-8 School (Middle School) Po Box 347 Geraldine,0.94306624
A471,Capital High School 1325 Poplar Street Helena,B94,Capital High School 100 Valley Dr Helena,0.94305503
A456,Harlowton High School PO Box 288 Harlowton,B286,Harlowton High School 304 Division Street Harlowton,0.9425006
A627,North Harlem Elementary 755 Hillcrest Road Harlem,B284,Harlem Elementary School 110 Third Ave Sw Harlem,0.9421923
A777,Three Forks Elem School 212 East Neal Three Forks,B639,Three Forks Elementary School 212 E Neal St Three Forks,0.9419365
A152,Alkali Creek School 415 North 30th Street Billings,B8,Alkali Creek Elementary School 681 Alkali Creek Rd Billings,0.9417909
A271,Conrad High School 215 South Maryland St Conrad,B135,Conrad High School 308 S Illinois St Conrad,0.9413937
A520,Jeannette Rankin Elementary Sc 233 First Ave East Kalispell,B342,Jeanette Rankin Elementary School 2155 Airport Rd Kalispell,0.94135976
A820,Whitewater School PO Box 46 Whitewater,B695,Whitewater 6-8 School Po Box 46 Whitewater,0.9411892
A583,Medicine Lake High School PO Box 265 311 Young St Medicine Lake,B438,Medicine Lake High School 311 Young St Medicine Lake,0.94075006
A477,Hellgate El Intermediate 2385 Flynn Lane Missoula,B306,Hellgate El Intermediate 2375 Flynn Ln. Missoula,0.94068015
A348,Fergus High School 215 7th Avenue South Lewistown,B213,Fergus High School 1001 Casino Creek Lewistown,0.9403799
A637,Park High School 132 South B Street Livingston,B483,Park High School 102 View Vista Dr Livingston,0.9402515
A119,Belt School PO Box 197 Belt,B38,Belt 7-8 School Po Box 197 Belt,0.9400362
A610,Russell School 909 South Ave West Missoula,B557,Russell Elementary School 3216 S Russell St Missoula,0.9397721
A162,Billings Multilingual Academy 415 North 30th Street Billings,B53,Billings Multilingual Academy 415 N 30th St Fl 4 Billings,0.93927836
A166,Billings Multilingual Academy 415 North 30th Street Billings,B53,Billings Multilingual Academy 415 N 30th St Fl 4 Billings,0.93927836
A679,Mountain View School PO Box 1090 Red Lodge,B454,Mountain View Elementary Sch Po Box 1090 Red Lodge,0.9392522
A155,Big Sky Elementary 415 North 30th Street Billings,B45,Big Sky Elementary School 3231 Granger Ave E Billings,0.9392301
A824,Wibaux Elementary School 121 F Street N Wibaux,B701,Wibaux Elementary School 415 West Nolan Wibaux,0.9388175
A708,Ryegate High School PO Box 129 Ryegate,B559,Ryegate High School 207 2nd Ave W Ryegate,0.9383768
A558,B A Winans School 132 South B Street Livingston,B23,B A Winans Elementary School 1015 W Clark St Livingston,0.93837595
A92,Arrowhead Middle School PO Box 37 Pray,B14,Arrowhead 7-8 School A.K.A. Arrowhead Middle School Po Box 37 Pray,0.9383322
A677,Rapelje High School PO Box 89 Rapelje,B520,"Rapelje Elementary School Po Box 89, 714 Main Street Rapelje",0.93821967
A32,Noxon School 300 Noxon Ave Noxon,B468,Noxon 7-8 School 300 Noxon Ave. Noxon,0.9378346
A799,Kingsbury Colony Attn Ctr PO Box 528 Valier,B362,Kingsbury Colony Attn Center Po Box 528 Valier,0.9374162
A90,Arlee High School 72220 Fyant Street Arlee,B13,Arlee High School Fyant St Arlee,0.9372883
A616,Monforton Primary 6001 Monforton School Rd Bozeman,B446,Monforton Primary School (Grades K-2) 6001 Monforton School Rd Bozeman,0.93623567
A150,Sandstone School 415 North 30th Street Billings,B573,Sandstone Elementary School 1440 Nutter Blvd Billings,0.93597144
A258,Clinton School PO Box 250 Clinton,B127,Clinton  7-8 School Po Box 250 Clinton,0.9359618
A121,Belt 7-8 PO Box 197 Belt,B38,Belt 7-8 School Po Box 197 Belt,0.9357728
A154,Lewis & Clark Middle School 415 North 30th Street Billings,B377,Lewis & Clark 7-8 School 1315 Lewis Ave Billings,0.93548954
A268,Columbus Elem School 433 N 3rd St Columbus,B132,Columbus Elementary School 218 E 1st Ave N Columbus,0.93531096
A392,Geraldine High School PO Box 347 Geraldine,B251,Geraldine 7-8 School (Middle School) Po Box 347 Geraldine,0.935202
A838,Southside School 213 6th Avenue South Wolf Point,B606,South Side Elementary School 415 4th Ave S Wolf Point,0.9351206
A198,Broadview School PO Box 147 Broadview,B74,Broadview 7-8 School Po Box 106 Broadview,0.93460554
A69,Lockwood Middle School 1932 US Highway 87 E. Lockwood,B400,Lockwood Middle School 1932 Us Highway 87 E Billings,0.9345571
A313,DeSmet School 6355 Padre Lane Missoula,B164,Desmet Elementary School A.K.A. Desmet School 6355 Padre Ln Missoula,0.9337627
A11,Kessler Elementary School 1325 Poplar Street Helena,B361,Kessler Elementary School 2420 Choteau St Helena,0.93238676
A837,Northside School 213 6th Avenue South Wolf Point,B464,North Side Elementary School 710 4th Ave N Wolf Point,0.9320409
A70,Lockwood High School 1932 US Highway 87 E. Lockwood,B398,Lockwood High School 1932 Us Hwy 87 E Billings,0.9319833
A134,Arrowhead School 415 North 30th Street Billings,B15,Arrowhead Elementary School 2510 38th St W Billings,0.9316826
A411,Grass Range 7-8 PO Box 58 Grass Range,B269,Grass Range 7-8 School Po Box 58 Grass Range,0.9311193
A800,Valier High School PO Box 528 Valier,B657,Valier 7-8 School Po Box 528 Valier,0.9306638
A310,Denton High School PO Box 1048 Denton,B162,Denton High School 1200 Lehman St Denton,0.93012387
A145,Newman School 415 North 30th Street Billings,B462,Newman Elementary School 605 S Billings Blvd Billings,0.9297833
A137,Boulder School 415 North 30th Street Billings,B64,Boulder Elementary School 2202 32nd St W Billings,0.92945856
A129,Big Timber School PO Box 887 Big Timber,B49,Big Timber 7-8 School Po Box 887 Big Timber,0.92930263
A141,Highland School 415 North 30th Street Billings,B313,Highland Elementary School 729 Parkhill Dr Billings,0.9292382
A153,Castle Rock Middle School 415 North 30th Street Billings,B100,Castle Rock 7-8 School 1441 Governors Blvd Billings,0.92884403
A233,Cascade School PO Box 529 Cascade,B96,Cascade 6-8 School Po Box 307 Cascade,0.92848265
A217,Hillcrest School 111 North Montana Butte,B322,Hillcrest Elementary School 3000 Continental Dr Butte,0.9283861
A664,Potomac School 29750 Potomac Road Bonner,B509,Potomac Elementary School A.K.A. Potomac School 29750 Potomac Rd Bonner,0.9280648
A223,Butte High School 111 North Montana Butte,B87,Butte Central High School 9 S Idaho St Butte,0.92738473
A545,Highland Park School 215 7th Avenue South Lewistown,B314,Highland Park Elementary Sch 1312 7th Ave N Lewistown,0.9266788
A606,Lowell School 909 South Ave West Missoula,B411,Lowell Elementary School 1215 Phillips Street Missoula,0.9260982
A406,Granite High School PO Box 400 Philipsburg,B267,Granite High School 407 Schnepel St Philipsburg,0.92588115
