A_id,A_statement,Best_B_id,Best_B_statement,cosine_similarity
A324,Drummond 7-8 Box 349 108 West Edwards Drummond,B172,Drummond Elementary School 108 W Edwards Drummond,0.71606374
A767,Swan Valley 7-8 6423 Highway 83 Condon,B320,Hillcrest 7-8 304 Division Street Harlowton,0.7158505
A718,Scobey 7-8 PO Box 10 Scobey,B577,Scobey 7-8 School 205 2nd Avenue East Scobey,0.7143893
A551,Lima School PO Box 186 Lima,B374,Lavina 7-8 School Po Box 146 Lavina,0.71436715
A492,Hot Springs 7-8 PO Box 1005 Hot Springs,B488,Plains 7-8 Po Box 549 Plains,0.7143108
A685,Reichle School PO Box 320097 Glen,B258,Gildford Colony Elem School Po Box 138 Gildford,0.71391904
A830,Winifred High School Box 109 Winifred,B708,Winifred High School 507 Main Street Winifred,0.713711
A443,Hammond School 11 Talcott Lane Hammond,B484,Parkview School 32 Cottom Dr Dillon,0.7135783
A256,Clancy School Box 209 Clancy,B125,Clancy 7-8 School A.K.A. Clancy Middle School Po Box 209 Clancy,0.7122008
A280,Rise Charter & Distance HS PO Box 700 Corvallis,B137,Corvallis 7-8 School 1045 Main Street Corvallis,0.71197844
A577,Manhattan 6-8 PO Box 425 Manhattan,B420,Manhattan 7-8 School 416 N. Broadway Manhattan,0.71109295
A602,Jeannette Rankin El 909 South Ave West Missoula,B343,Jeannette Rankin Elementary School 5150 Bigfork Rd Missoula,0.7109033
A460,Harrison 6-8 PO Box 7 Harrison,B289,Harrison School 7540 Hwy 287 Harrison,0.70894265
A498,Hysham 7-8 PO Box 272 Hysham,B338,Hysham 7-8 School 115 Summit Street Hysham,0.7083667
A349,Fishtail School PO Box 75 Fishtail,B652,Two Eagle River Schools Po Box 160 Pablo,0.70687556
A795,Fairhaven Colony PO Box 189 Ulm,B209,Fairhaven Colony School 124 Fair Haven Road Ulm,0.7059812
A523,Kila School PO Box 40 Kila,B189,Ekalaka 7-8 School 111 West Speelmon St Ekalaka,0.7054951
A581,McLeod School 1 Main Street McLeod,B694,Whitehall Senior High School 1 W Yellowstone Whitehall,0.7052196
A444,Hawks Home School 11 Talcott Lane Hammond,B623,Sunburst 7-8 School 220 1st St South Sunburst,0.7041882
A702,Roundup 7-8 12 Main Street Roundup,B549,Roundup 7-8 School 525 6th Ave W Roundup,0.7039076
A712,Saco High School Box 298 Saco,B564,Saco High School 321 Hwy 243 Saco,0.70383596
A839,Wolf Point 7-8 213 6th Avenue South Wolf Point,B320,Hillcrest 7-8 304 Division Street Harlowton,0.70362836
A276,Quentin Brown Primary K-4 PO Box 700 Corvallis,B517,Quentin Brown Primary School 1088 Main Street Corvallis,0.70356727
A691,Roberts 7-8 PO Box 78 Roberts,B488,Plains 7-8 Po Box 549 Plains,0.7032299
A653,Plevna 7-8 PO Box 158 Plevna,B496,Plevna 7-8 327 N Main Plevna,0.7017561
A640,Pine Creek 6-8 2575 East River Rd Livingston,B584,"Sheilds Valley 7-8 405 1st Street, East Clyde Park",0.70140374
A42,Chester-Joplin-Inverness Schl Box 550 Chester,B116,"Chester High School Po Box 550, School And Main Chester",0.701076
A703,Roundup H S 12 Main Street Roundup,B549,Roundup 7-8 School 525 6th Ave W Roundup,0.69976676
A500,Jackson School PO Box 835 Jackson,B452,"Moore High School Po Box 140, 510 Highland Ave Moore",0.69973624
A763,Superior 7-8 PO Box 400 Superior,B488,Plains 7-8 Po Box 549 Plains,0.69959635
A659,Miami School 400 New Miami Lane Conrad,B124,Circle High School 1105 F Avenue Circle,0.6970227
A224,Bynum School PO Box 766 Bynum,B62,Bonner School Po Box 1004 Bonner,0.69614124
A275,Cooke City School PO Box 1070 Cooke City,B451,"Moore Elementary School Po Box 140, 509 Highland Avenue Moore",0.6959486
A614,Molt School PO Box 70 Molt,B454,Mountain View Elementary Sch Po Box 1090 Red Lodge,0.6950892
A303,Lindsay School PO Box 185 Lindsay,B374,Lavina 7-8 School Po Box 146 Lavina,0.6947473
A639,Pendroy School PO Box 65 Pendroy,B514,Power High School Po Box 155 Power,0.6935943
A835,Wisdom School PO Box 176 Wisdom,B62,Bonner School Po Box 1004 Bonner,0.6926888
A281,CSD HS Rise Pathway Academy PO Box 700 Corvallis,B137,Corvallis 7-8 School 1045 Main Street Corvallis,0.69263834
A326,Dupuyer School PO Box 149 Dupuyer,B168,Dodson 7-8 School Po Box 278 Dodson,0.69260657
A384,Gallatin Gateway 7-8 PO Box 265 Gallatin Gateway,B244,Gallatin Gateway School 100 Mill Street Gallatin Gtwy,0.6915209
A48,Heart Butte 6-8 PO Box 259 Heart Butte,B297,Heart Butte Elementary School School Rd Heart Butte,0.6913106
A113,Belfry 7-8 PO Box 210 Belfry,B591,Sheridan 7-8 Po Box 586 Sheridan,0.6910747
A183,Irving School PO Box 520 Bozeman,B447,Monforton School (Grades 3-5) 6001 Monforton School Rd Bozeman,0.6905359
A34,Pine Hills Youth Corr Facil El PO Box 201301 Helena,B652,Two Eagle River Schools Po Box 160 Pablo,0.6900624
A534,LaMotte 6-8 841 Bear Canyon Road Bozeman,B716,Woodman 7-8 18470 Highway 12 W Lolo,0.68881553
A231,Vaughn 6-8 PO Box 279 Vaughn,B488,Plains 7-8 Po Box 549 Plains,0.6863813
A252,Bo Peep School Box 99 Circle,B60,Bo Peep Elementary School 1105 F Avenue Circle,0.68570954
A318,Dixon 7-8 PO Box 10 Dixon,B166,Dixon 7-8 School 411 B St Dixon,0.68173325
A589,Melville School PO Box 275 Melville,B461,Nashua School Po Box 170 Nashua,0.68169427
A805,Vida School PO Box 180 Circle,B514,Power High School Po Box 155 Power,0.6813779
A305,E F Duvall 7-8 709 Missouri Avenue Deer Lodge,B591,Sheridan 7-8 Po Box 586 Sheridan,0.68068445
A836,Wolf Creek School Box 200 Wolf Creek,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.67994255
A382,Galata School Box 76 Galata,B242,"Galata Elementary School Po Box 76, 10 Division Avenue Galata",0.6798746
A188,Hyalite Elementary PO Box 520 Bozeman,B259,Glacier Elementary Sch Po Box 2209 Cut Bank,0.6795883
A683,Reed Point 7-8 PO Box 338 Reed Point,B526,Reed Point 7-8th Grade 308 Central Ave Reed Point,0.6779238
A255,Circle High School Box 99 Circle,B525,Redwater Elementary School 100 Meridian Circle Circle,0.6724569
A63,Prickly Pear Elem PO Box 1280 East Helena,B305,Helena P.A.L 815 Front St Helena,0.67179185
A817,Whitehall 6-8 Box 1109 Whitehall,B472,"Opheim 7-8 100 Rock Street, Po Box 108 Opheim",0.67093915
A358,Forsyth 7-8 Box 319 Forsyth,B220,Forsyth Elementary School 1850 Cedar Street Forsyth,0.66891134
A632,Opheim 7-8 Box 108 Opheim,B472,"Opheim 7-8 100 Rock Street, Po Box 108 Opheim",0.6688982
A673,Ramsay School PO Box 105 Ramsay,B264,Glasgow Middle School 11 Laser Drive Glasgow,0.66656435
A578,Manhattan H S PO Box 425 Manhattan,B423,Manhattan High School 460 N Broadway Manhattan,0.6643678
A834,Winnett 7-8 Box 167 Winnett,B710,Winnett 7-8 School Po Box 167 Winnett,0.6643343
A765,Swan River 6-8 1205 Swan Highway Bigfork,B572,Salmon Prairie School 23187 Mt Highway 83 Swan Lake,0.6626487
A87,Anderson 7-8 10040 Cottonwood Road Bozeman,B445,Monforton 6-8 School 6001 Monforton School Rd Bozeman,0.6624482
A292,Kinsey School 7 Mastin Road Kinsey,B492,Plentywood 7-8 School 100 Laurel Ave Plentywood,0.6617112
A117,Story Creek Elem PO Box 166 Belgrade,B174,Duncan Ranch Colony Elem Sch Po Box 248 Harlowton,0.66138905
A560,Sleeping Giant Middle Sch 132 South B Street Livingston,B584,"Sheilds Valley 7-8 405 1st Street, East Clyde Park",0.6602286
A699,Rosebud High School Box 38 Rosebud,B547,Rosebud High School 101 Main St Rosebud,0.65962243
A740,Spring Creek Colony Schl PO Box 1185 Lewistown,B607,Springwater Colony School 100 Springwater Colony Ln Harlowton,0.6583608
A317,Divide School 50 Schoolhouse Road Divide,B643,Trout Creek School 4 School Lane Trout Creek,0.65803355
A132,Bigfork 6-8 PO Box 188 Bigfork,B49,Big Timber 7-8 School Po Box 887 Big Timber,0.6578288
A781,Trego School PO Box 10 Trego,B24,Babb Elementary School Po Box 70 Babb,0.656127
A553,Lima 7-8 PO Box 186 Lima,B591,Sheridan 7-8 Po Box 586 Sheridan,0.6558904
A55,Midway Colony 101 2nd St NE Dutton,B174,Duncan Ranch Colony Elem Sch Po Box 248 Harlowton,0.6545328
A296,Custer 7-8 Box 69 Custer,B144,Custer 7-8 School Po Box 69 Custer,0.6536029
A101,Bainville 7-8 Box 177 Bainville,B25,Bainville 7-8 School Po Box 177 Bainville,0.64969575
A698,Rosebud School Box 38 Rosebud,B545,Rosebud 7-8 School 101 Main St Rosebud,0.64960027
A124,Biddle School Box 397 Biddle,B539,Rocky Boy Elementary School Rr 1 Box 620 Box Elder,0.6487558
A810,West Yellowstone 6-8 Box 460 West Yellowstone,B682,West Yellowstone School 500 Delacy W Yellowstone,0.64873374
A31,Ashland 7-8 Box 17 Ashland,B17,Ashland 7-8 School 8 Old Mission Road Ashland,0.64851016
A38,Lame Deer High School Box 96 Lame Deer,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.6427971
A229,Carter School Box 158 Carter,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.6419914
A180,Emily Dickinson School PO Box 520 Bozeman,B681,West Yellowstone High School Po Box 460 W Yellowstone,0.6411958
A375,Froid 7-8 Box 218 Froid,B237,Froid 7-8 School Po Box 218 Froid,0.6389
A451,Plenty Coups High School Box 229 Pryor,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.6338821
A532,Lame Deer School Box 96 Lame Deer,B369,"Lame Deer Public School Po Box 96, 101 West Boundary St Lame Deer",0.6313429
A322,Dodson 7-8 Box 278 Dodson,B168,Dodson 7-8 School Po Box 278 Dodson,0.63133925
A629,Nye School Box 472 Nye,B3,Absarokee High School Rr 1 Box 2020 Absarokee,0.6303948
A621,Moore 6-8 509 Highland Moore,B450,Moore 6-8 School Po Box 140 Moore,0.62948686
A257,Clancy 7-8 Box 209 Clancy,B125,Clancy 7-8 School A.K.A. Clancy Middle School Po Box 209 Clancy,0.6292765
A506,Jordan 7-8 Box 409 Jordan,B352,Jordan 6-8 School Po Box 309 Jordan,0.62843835
A576,Manhattan Elem PO Box 425 Manhattan,B362,Kingsbury Colony Attn Center Po Box 528 Valier,0.6284047
A283,Rise Charter & Distance 7-8 PO Box 700 Corvallis,B137,Corvallis 7-8 School 1045 Main Street Corvallis,0.6259461
A102,Baker 7-8 Box 659 Baker,B488,Plains 7-8 Po Box 549 Plains,0.6186882
A329,Ekalaka 7-8 Box 458 Ekalaka,B189,Ekalaka 7-8 School 111 West Speelmon St Ekalaka,0.61304414
A247,Chinook 7-8 Box 1059 Chinook,B119,Chinook 6-8 School Po Box 1059 Chinook,0.61139804
A39,North Star 7-8 Box 129 Rudyard,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.61138093
A687,Richey 7-8 Box 60 Richey,B529,"Richey 7-8 School Po Box 60, 202 Royal Ave Richey",0.61105657
A337,Ennis 7-8 Box 517 Ennis,B197,Ennis 7-8 School Po Box 517 Ennis,0.6084605
A80,Alzada School Box 8 Alzada,B3,Absarokee High School Rr 1 Box 2020 Absarokee,0.60714775
A285,Rise Charter & Pathways 7-8 PO Box 700 Corvallis,B137,Corvallis 7-8 School 1045 Main Street Corvallis,0.6069754
A726,Shepherd Elementary Box 8 Shepherd,B590,Shepherd Middle School Po Box 8 Shepherd,0.60249996
A131,Bigfork Elementary PO Box 188 Bigfork,B44,"Big Sandy High School Po Box 570, 398 First Ave Big Sandy",0.60121405
A197,Powder River Co Dist High Box 500 Broadus,B510,Powder River Co High School 500 N Trautman Broadus,0.6004041
A714,Savage 6-8 Box 110 Savage,B574,Savage 6-8 School Po Box 110 Savage,0.60024214
A284,Rise Charter & Pathways EL PO Box 700 Corvallis,B359,"Kalispell Rising Wolf Charter 233 First Ave Kalispell,",0.598245
A364,Fortine School Box 96 Fortine,B3,Absarokee High School Rr 1 Box 2020 Absarokee,0.5942768
A209,Stamiksiitsiikin BullShoe Elem PO Box 610 Browning,B82,Browning High School Po Box 610 Browning,0.5941707
A660,Poplar 7-8 Box 458 Poplar,B502,Poplar 7-8 School 400 4th Avenue West Poplar,0.59202665
A178,Box Elder 7-8 Box 205 Box Elder,B66,Box Elder 7-8 School Po Box 205 Box Elder,0.5891755
A282,Rise Charter & Distance EL PO Box 700 Corvallis,B137,Corvallis 7-8 School 1045 Main Street Corvallis,0.58871585
A442,Bitterroot Polytech 7-8 217 Daly Avenue Hamilton,B277,Hamilton High School 327 Fairgrounds Rd Hamilton,0.58363855
A831,Winifred 6-8 Box 109 Winifred,B707,Winifred 6-8 School 507 Main Street Winifred,0.579597
A758,Sunburst High School Box 710 Sunburst,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.5704409
A373,Bronc Fast Track PO Box 117 Frenchtown,B362,Kingsbury Colony Attn Center Po Box 528 Valier,0.570374
A737,Sun River Middle School Box 380 Simms,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.55470675
A789,Turner 7-8 Box 40 Turner,B646,Turner 7-8 School Po Box 40 Turner,0.5497557
A522,Kila 7-8 PO Box 40 Kila,B488,Plains 7-8 Po Box 549 Plains,0.5468684
A739,Simms High School Box 380 Simms,B599,Simms High School 123 Walker Street Simms,0.5431816
A711,Saco 7-8 Box 298 Saco,B562,Saco 7-8 School 321 Hwy 243 Saco,0.5414236
A254,Redwater 7-8 Box 99 Circle,B524,Redwater 7-8 School Po Box 99 Circle,0.5342605
A700,Rosebud 7-8 Box 38 Rosebud,B545,Rosebud 7-8 School 101 Main St Rosebud,0.52717143
A530,Lambert 7-8 Box 260 Lambert,B364,Lambert 7-8 School Po Box 260 Lambert,0.5259198
A736,Fort Shaw Elem School Box 380 Simms,B599,Simms High School 123 Walker Street Simms,0.5100241
A738,Cascade Colony School Box 380 Simms,B599,Simms High School 123 Walker Street Simms,0.50643986
A672,Pryor 7-8 Box 229 Pryor,B38,Belt 7-8 School Po Box 197 Belt,0.50079715
A28,Broadus 7-8 Box 500 Broadus,B72,Broadus 7-8 School Po Box 500 Broadus,0.49526596
A365,Fortine 7-8 Box 96 Fortine,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.44563815
A533,Lame Deer 7-8 Box 96 Lame Deer,B540,Rocky Boy High School Rr 1 Box 620 Box Elder,0.4389459
A759,Sunburst  7 - 8 Box 710 Sunburst,B496,Plevna 7-8 327 N Main Plevna,0.41924113
A757,Sunburst Elementary Box 710 Sunburst,B624,Sunburst Elementary School 220 1st Street South Sunburst,0.29300013
